   ;ENTREPRISE;CODE_SEC;VILLE_SIEGE;ADRESSE;TEL;FAX
3115;SOCIETE EQUIPEMENT GENERAL DE BATIMENTS - EGB;IME;SFAX;Route de Mahdia Km 10;74 833 210;74 833 199
3116;SOCIETE FONDERIE TECHNIQUE  - FONTEC;IME;SFAX;6, Rue El Gharbi Avenue 5 Août;74 298 178;74 223 020
3117;SOCIETE FUTUR ALU;IME;SFAX;Route de Téniour Km 9 vers Gremda;74 848 527;74 848 529
3118;SOCIETE GENERAL MENUISERIE ALUMINIUM - GMA;IME;SFAX;Route de Mahdia Km 10 Sakiet Eddaier;74 293 896;74 293 896
3119;SOCIETE GENERAL METALLIC PRODUCT - GMP;IME;SFAX;Route de l'aéroport ZI Oued Châabouni;74 681 799;74 681 544
3120;SOCIETE GHARBI INDUSTRIE - G.IND;IME;SFAX;AVE BOURGUIBA NÂ° 260 RTE D'EL AIN SFAX BP NÂ° 51, SFAX 3042;74227936;74651440
3121;SOCIETE GLOBAL PETROLEUM SERVICES - GPS;IME;SFAX;"IMM ENNASRIA APP6-3EME ETAGE
SFAX";74405705;74405706
3122;SOCIETE HALWANI DE CONSTRUCTION METALLIQUE INDUSTRIELLE ET NAVALE;IME;SFAX;Route de Gabes Km 0,5;74 467 346;74 467 254
3123;SOCIETE HORIZON MECANIQUE DU SUD;IME;SFAX;1 Rue Mohamed Akrout  Z.I Poudrière 1;74 287 489/74287088;74 287 088/74287489
3124;SOCIETE IGL INDUSTRIES;IME;SFAX;Route de Gabes km 10 ZI Thyna;74 287 899/74687899;74 287 347/74687845
3125;SOCIETE INDUSTRIELLE DE CONSTRUCTION METALLIQUE - SICOMET;IME;SFAX;Route de Gabes km 0.5 impasse Sidi Salem;74 467 168/650;74 467 577
3126;SOCIETE INDUSTRIELLE DE GRILLAGE - SIG;IME;SFAX;Route de Gabès Km 2 BP 88;74 468 382;74 468 878
3127;SOCIETE INDUSTRIELLE DE QUINCAILLERIE - SIQ;IME;SFAX;Route de Gabès Km 5.5;74 677 818;74 677 818
3128;SOCIETE INDUSTRIELLE DE SYSTEME DE POMPAGE;IME;SFAX;Route de Gabes km 3 Imm ben salem;71 463159/31 163159;74 463 159/74241731
3129;SOCIETE INDUSTRIELLE DES ARTICLES METALLIQUES - SIAM;IME;SFAX;"Rte de GabÃšs Km 3
BP:110
SFAX";74469066;74469326
3130;SOCIETE INDUSTRIELLE MEGA;IME;SFAX;route de tunis km 0.5 rue elgafiki sfax;74211100;74210900
3131;SOCIETE KACEM ELECTRONIC INDUSTRY;IME;SFAX;ZI Chergui Kerkennah;74 488 035/036;74 488 038
3132;SOCIETE L'AVENIR CONSTRUCTION METALLIQUE;IME;SFAX;Z.I Madagascar;74 497 602;74 497 920
3133;SOCIETE LE PROGRES INDUSTRIEL - S.L.P.I;IME;SFAX;Route de Gabès Km 3 ZI Sidi Salem;74 469 534/33;74 469 535
3134;SOCIETE L'ECLAIR;IME;SFAX;Route de Tunis Km 3 Ceinture Bourguiba Immeuble Driss;74 695 299;74 438 423
3135;SOCIETE MANUFACTURIERE DE DECOLLETAGE ET DE PRECISION- SMDP;IME;SFAX;Rue Béchir M'Hadhbi Route de Gabès Km 0.5;74 467 019;74 467 011
3136;SOCIETE MAS;IME;SFAX;ZI Menzel Chaker BP N° 6;74 453 217;74 453 456
3137;SOCIETE MASMOUDI DE REFRIGERATEUR A L'EXPORT-SMR EXPORT;IME;SFAX;Route Mahdia km10;74 831 604;74 831 617
3138;SOCIETE MASMOUDI DE REFRIGERATION;IME;SFAX;Route Mahdia Km 10;74  831 604;74  831 617
3139;SOCIETE MED LIGHT;IME;SFAX;Route de tunis km 23 ZI GHRABA ;74842352;47842353
3140;SOCIETE MEDCO;IME;SFAX;Imm Frej 3éme étage Rue Lac Biwa berges du LAC;71862658;71862651
3141;SOCIETE MELLOULI STEEL GALVANISING & INDUSTRIES - MSGI;IME;SFAX;Route de Tunis Km 11 ZI Ghraba;74 860 101;74 861 357
3142;SOCIETE MOALLA DES TRAVAUX DE MENUISERIE ALUMINIUM;IME;SFAX;Route de l'aéroport Z.I Oued châabouni;74 680 452;74 681 675
3143;SOCIETE MONDHER HAKIM - SCEAII;IME;SFAX;Route Sidi Mansour Km 6 El Montazah;74 214 033;74 214 034
3144;SOCIETE NOUVELLE DE CONSTRUCTION METALLIQUE - SNCM;IME;SFAX;Avenue Mahres ZI AGHAREB;74 271 974;74 644 068
3145;SOCIETE NOUVELLE DE COUPE INDUSTRIELLE - SNCI;IME;SFAX;Z.I Thyna  Route de Gabès km 9;74 289 703;74 289 704
3146;SOCIETE OMNIPLEX;IME;SFAX;"RTE DE GABES KM 5
AV EL OUROUD";74677390;74274904
3147;"SOCIETE OUALHA MOHAMED "" LUXIAME""";IME;SFAX;Route de Tunis Km 10 BP 41;74 860 040;74 861 294
3148;SOCIETE POLYMETAL;IME;SFAX;ZI Sidi Salem Route de Gabès Km 2.5 BP 485;74 469 901;74 469 602
3149;SOCIETE PRECIS FORMES - HAMADI BOUATTOUR;IME;SFAX;Immeuble Chakroun, Route de Gremda Km1;74 450 865;74 450 865
3150;SOCIETE RISEL INDUSTRIES;IME;SFAX;"Route de Gabes km 6- BP 178 CitÃ© El Habib

 3052-SFAX-TUNISIE.";74454450;74454290
3151;SOCIETE SAKIET EDDAIER METALLIQUES - SEM;IME;SFAX;Route de Mahdia Km 10;74 831 931;74 831 582
3152;SOCIETE SAMI CHAKROUN;IME;SFAX;Route Sidi Mansour Km 3 El Bousten;74 695 621;74 695 622
3153;SOCIETE SANI-METAL;IME;SFAX;Route de Tunis km 18 ZI Sidi Salah;74 273 215;74 273 214
3154;SOCIETE SEKKINOX;IME;SFAX;Z.I. SIDI SALAH - SFAX;74 273 227;74 273 402
3155;SOCIETE SFAXI MOULES;IME;SFAX;ZI Poudrière I;74 286 474;74 286 494
3156;SOCIETE SICOM;IME;SFAX;Avenue 7 Novembre , Immeuble El Amen 1er étage A12;74 402 879;74 402 869
3157;SOCIETE SIMFER;IME;SFAX;Route de GABES Km 2,5;74 468 208;74 468 758
3158;SOCIETE SOCOMEG;IME;SFAX;ZI Oued Châabouni Km 4;74 672 029;74 672 101
3159;SOCIETE SOCOMENIN;IME;SFAX;Avenue Med HÃ©di Khefecha 3000 SFAX;74498162;74497726
3160;SOCIETE SOFAPE;IME;SFAX;Route Kaied M'Hamed Km 1 Rue 111;74 232 857;74 230 705
3161;SOCIETE SONELECT;IME;SFAX;22 Rue Said Aboubaker;71 339 247;71 332 706
3162;SOCIETE SOPEM;IME;SFAX;Route de l'Aéroport Km 4;74 279 498;74 672 499/74682085
3163;SOCIETE SOTACH;IME;SFAX;Route de Gabès Km 5 Passage Souk El jomâa BP 180;74 454 900;74 454 863
3164;SOCIETE SOTECA EXPORT;IME;SFAX;Rocade Km 4 entre Téniour et Kaied Mohamed;74 660 360;74 660 374
3165;SOCIETE SOTIMETAL;IME;SFAX;Route de Gabès Km 8.5 Thyna;74 679 115/74289938;74 679 115
3166;SOCIETE SOTRAMEF;IME;SFAX;26 AVENUE DE MARTYRS;74 223 376;74 299 612
3167;SOCIETE SOTUPRIN;IME;SFAX;Route de Gabés Km 8 Thyna BP N° 9;74 289 129/140;74 289 132
3168;SOCIETE TECHNOMETAL;IME;SFAX;1 Rue 8304 MONTPLAISIR;71 905 816;71 905 816
3169;SOCIETE TECHNORESEAUX;IME;SFAX;Route Saltnia Km 9 Immeuble Elloumi;74 888 828;74 888 642
3170;SOCIETE TUNISIENNE DE TOLLERIE - STT;IME;SFAX;Route de Mahdia km 19 El Aguerba;74 447 825;74 447 826
3171;SOCIETE TUNISIENNE D'INDUSTRIE D'ALUMINIUM;IME;SFAX;Rue Jamel Eddine AL Afghani poudrière I;74259763//74286763;74259762//74286762
3172;SOCIETE TUNISIENNE D'INDUSTRIE ET DE CONSTRUCTION METALLIQUE-SOTICOM;IME;SFAX;Route de l'aéroport km 12 Essghar Agareb;74 649 470;74 649 471
3173;SOCIETE TUNISIENNE INDUSTRIELLE DES POTEAUX ELECTRIQUES - STIPE;IME;SFAX;Route de Tunis Km 22 El Ghraba;74 842 407;74 842 408
3174;SOCIETE TURKI METAL;IME;SFAX;Route de Gabès Km 1.5;74 468 811;74 468 566
3175;SOCOMENIN INDUSTRIAL CONSTRUCTION;IME;SFAX;AVENUE MOHAMED HEDI KHEFACHA SFAX;74860423/74498162;74860426/74497726
3176;SODIC TUNISIE;IME;SFAX;Route de Gabès Km 7 Thyna;74 686 606;74 686 606
3177;SOFAMEC;IME;SFAX;Km 11 Route de Tunis;74 860 963;74 861 658
3178;SOPAL - SOCIETE DE PRODUCTION D'ARTICLES EN LAITON;IME;SFAX;ROUTE DE GABES KM 1,5 SFAX 3003;74 245 923;74 246 118
3179;STE DE CONSTR METAL KAMMOUN  SOCOMEKA;IME;SFAX;Route de Mahdia Km 10 Markez Essebai Sakiet Eddaier;74 832 783;74 832 784
3180;STE DE CONSTRUCTION CHARPENTE METALLIQUE ET SOUDURE SCCMS;IME;SFAX;Route de Gabès Km 10  ZI Thyna;74 686 426;74 686 407
3181;STE DE FABR DES PRODUITS ELECTRIQUES;IME;SFAX;Route de l'aeroport km11.5 essaghar;74649237;74649227
3182;"STE IND METALLIQUE DU SUD ""SIMSUD""";IME;SFAX;Route de Tunis Km 10 Sakiet Ezzit;74 860 160;74 861 973
3183;STE SIDILEC INTERNATIONAL;IME;SFAX;Route de Mahdia Km 10;74 832 510;74 832 508
3184;STE TLILI DE CONSTRUCTION METALLIQUE - STCM;IME;SFAX;Route de Gabès Km 4;74 453 978;74 453 978
3185;STUGAFREM;IME;SFAX;Route de Gabes km 2;74 468 080;74 463 923
3186;TAKTAK MOURAD;IME;SFAX;Route de Gabès Km 5.5 BP 16 Ennigrou;74 454 808;74 454 809
3187;UNITE NOUVELLE DE DECOLLETAGE-UND;IME;SFAX;ZI Oued chaabouni;74621619/74680360;74680130/74621620
3188;UNIVERS CONSULTING AND INDUSTRY;IME;SFAX;Route de Tunis Km 1.5;74 442 914;74 258 930
3189;WINOX;IME;SFAX;Route de Gabes km 1.5;74 468 900;74 468 218
3190;SOCIETE SICAD - COALA;IME;SIDI BOUZID;BP 143 ZI;76622120;76632169
3191;SOCIETE TRAIMETAL;IME;SIDI BOUZID;Résidense Habib Bloc A App 11 Les Berges du Lac;20 225 750;76 625 751
3192; COMPAGNIE TUNISIENNE DE MEUBLE CTM;IME;SOUSSE;24 Rue Soeur joséphine BP 283;73 225 244;__ ___ ___
3193;& SOCIETE D'ETUDES ET DE PROMOTION INDUSTRIELLE COMMERCIALE  SEPIC;IME;SOUSSE;Route de Tunis N° 333 Hammam Sousse BP 205;73 370 445;73 370 444
3194;AAF COMMUNICATION;IME;SOUSSE;BP 65 Rue de Kairouan Messaadine;73 399 034;73 286 541
3195;AAF PRODUCTION;IME;SOUSSE;Rue de Kairouan BP 65 Messaadine;73 399 035/034;73 323 510
3196;ALBARAKA CONSTRUCTION INGENIERIE EXPERTISE - ALBARAKA CIE;IME;SOUSSE;Z.I Sidi Abdelhamid;73 320 090;73 320 092
3197;"ALLIANCE EUROPE INDUSTRIE ""A E I""";IME;SOUSSE; Zone industrielle, Z3M, Sidi El HENI;21673280280;21673280282
3198;ALSENAM TUNISIE (EX  ASTF TUNISIE);IME;SOUSSE;Z.I Messaadine;73 285 440;73 285 410
3199;ALUMINIUM DU SAHEL - AS;IME;SOUSSE;Route de Tunis GP1 Km 134;73 358 418/73342351;73 256 633/73342633
3200;ARCO SONIA;IME;SOUSSE;Zone Industrielle Enfidha 4030 Sousse;73381719;73381721
3201;ASCENSEURS ZAOUALI;IME;SOUSSE;Route de MONASTIR;73 232 463;73 231 339
3202;BELGHALI TOURNAGE GENERAL;IME;SOUSSE;Avenue du caire Route de Msaken Zaouiet Sousse;73 386 401;73 386 753
3203;BLACHERE FACTORY - EX METALLIC STRUCTURE MANUFACTORY;IME;SOUSSE;Rue du Caire - ZAOUIET SOUSSE;73 386 601;73 386 650
3204;CABLAGE INTERNATIONAL;IME;SOUSSE;66 Rue 18 Janvier 1952 Nouvelle Cité Hergla;73 251 124;73 251 126
3205;E-T-A APPAREILS ELECTRIQUES;IME;SOUSSE;208 Rue l'indépendance, AKOUDA;73 256 284;73 256 738
3206;ETS MELLOULI ABDELKADER;IME;SOUSSE;Route de M'Saken Km2;73 231 646;73 231 407
3207;EURO - CYCLES;IME;SOUSSE;Z I Kalâa Kobra;73 342 037;73 342 039
3208;FITELEC TUNISIE;IME;SOUSSE;ROUTE MSAKEN -4013 MESSADINE - SOUSSE;73284400;73284402
3209;FONDERIE KHAYACHE & CIE;IME;SOUSSE;Z.I. Sidi abdelhamid;73 234 755;73 500 846
3210;FONDERIE KHAYACHE & COMPAGNIE;IME;SOUSSE;ZI Sidi Abdelhamid;73 234 755;73 500 846
3211;INDUSTRIE DES COMPOSANTS AUTOMOBILES - ICA;IME;SOUSSE;ZI Kâlaa Kobra;73 286 960;73 254 201
3212;KBE ELECTROTECHNIK SCS;IME;SOUSSE;Z.I. Sidi Abdelhamid, B.P. 468;73 322 547;73 322 548
3213;L'ACCESSOIRE DE LA SALLE DE BAIN - ASB;IME;SOUSSE;2Rue Ahmed Chawki;73 339 090;73 339 089
3214;LES ATELIERS MECANIQUES DU SAHEL - AMS;IME;SOUSSE;Boulevard IBN KHALDOUN BP.63;73383118;73382519
3215;LES INDUSTRIES DE CARROSSAGE AUTOMOBILES;IME;SOUSSE;Route de Monastir, Sidi Abdelhamid 4003 sOUSSE;73320866;73320420
3216;LIGHT ELECTRONIC DISPLAY FACTORY LEDF;IME;SOUSSE;RUE DE CAIRE ZAOUIET SOUSSE;73322985;73231650
3217;MANUFACTURE ELECTRO TECHNIQUE DE SOUSSE;IME;SOUSSE;ZI Sidi Abdelhamid;73 322 217/218;73 235 790
3218;MECASSEMBLY;IME;SOUSSE;Z.I Sidi Abdelhamid Voie N° 2;73 321 455;73 321 460
3219;MEDITERRANEAN INDUSTRY CARS - MEDICARS;IME;SOUSSE;Route de Tunis BP 160 ZI Akouda;73 342 860;73 342 861
3220;METALLIC MANUFACTURE INTERNATIONAL CORPORATION - MMIC;IME;SOUSSE;ZI SIDI ABDELHAMID  SOUSSE;73322255;73320133
3221;MICROTECHNIC INTERNATIONAL TUNISIE - MIT;IME;SOUSSE;ZI Kondar, Sousse;73389911;73389915
3222;NIELSEN MAGHREB;IME;SOUSSE;Centre d'affaires Cléopâtre Bloc A 5ème étage Centre Urbain Nord;71 947 266;71 947 255
3223;PICTUART;IME;SOUSSE;Avenue 15 Octobre Akouda;73 256 277;73 810 056
3224;SEALYNX AUTOMOTIVE TUNISIA;IME;SOUSSE;Zone Industriel Kandar;73 389 881;73 389 885
3225;SOCIETE AAF ELECTRONIQUE;IME;SOUSSE;65 Rue de Kairouan Messaadine;73 323 511;73 323 510
3226;SOCIETE AC2M;IME;SOUSSE;Route de Kairouan Km 1 M'saken;28 259 032;73 266 866
3227;SOCIETE ALUMINIUM DU SAHEL PLUS;IME;SOUSSE;Route de Tunis  km 134 Elhmada Elkbira Hammam Sousse;73 342 351;73 342 633
3228;SOCIETE ARTMETAL;IME;SOUSSE;Route de M'saken ZI Messaâdine;73 285 901;73 285 903
3229;SOCIETE ATTIA REFRIGERATION INDUSTRIE - ARI;IME;SOUSSE;Route de Sfax Km 5;73 234 745;73 235 315
3230;SOCIETE B CHEIKH ABDELHAKIM - SOBECA;IME;SOUSSE;Z.I Sidi A bdelhamid;73 321 405;73 321 406
3231;SOCIETE BALANCE DU CENTRE MESTIRI;IME;SOUSSE;18 Avenue Maghreb Arabe Khezama;73 244 321;73 244 322
3232;SOCIETE BELGHALI MECANIQUE;IME;SOUSSE;Rue Abi Aomma Elbalaoui cité Taffala;73 332 613;73 332 432
3233;SOCIETE CABLES INDUSTRIELS TECHNIQUES - CABLITEC;IME;SOUSSE;Z I Kalâa Kébira;73 342 062/342 201;73 342 056/342 063
3234;SOCIETE CAIR TUNISIE;IME;SOUSSE;ZI Kalâa Kébira;73 342 170;73 342 172
3235;SOCIETE CENTRAL;IME;SOUSSE;Route de Tunis ZI Akouda;73 309 349;73 309 419
3236;SOCIETE CENTRAX;IME;SOUSSE;Z.I Kalaa Sghira;73 249 466;73 249 036
3237;SOCIETE CHAHED REFRIGERATION;IME;SOUSSE;Z I AKOUDA;73 256 301;73 256 303
3238;SOCIETE COLUMBUS INDUSTRIES INTERMED;IME;SOUSSE;Route GP 1 Km 122 Kalâa Kbira Sidi Bou Ali;73 255 211;73 255 212
3239;SOCIETE CYCLO INDUSTRIE;IME;SOUSSE;Avenue Hédi Nouira Sidi Abdelhamid 44;73 225 517;73 228 090
3240;SOCIETE DERBY DENTAL;IME;SOUSSE;Rue ALI BELHOUANE - AKOUDA;73 357 412;73 357 412
3241;SOCIETE DLB TUNISIE SCHMITZ & CIE;IME;SOUSSE;Z I Sidi  Abdelhamid;73 322 547;73 322 548
3242;SOCIETE EBECA;IME;SOUSSE;Route de Monastir Km 5 Sidi Abdelhamid;73 322 480;73 322 479
3243;SOCIETE ELECTRONIQUE INDUSTRIELLE - S.E.I;IME;SOUSSE;Parcelle N°65 ZI Sidi Abdelhamid;73 321 929;73 321 939
3244;SOCIETE EXO7;IME;SOUSSE;88, rue Dr Azzouz boukhris, Av Yesser Arafat, Sahloul3;73 822 802;73 368 802
3245;SOCIETE FAWANIS;IME;SOUSSE;ZI Sidi Abdelhamid BP 39;73 322 881;73 322 881
3246;SOCIETE FONDERIE TUNIMARINE;IME;SOUSSE;ZI Hergla;73 251 314;73 251 352
3247;SOCIETE GOLDEN CONFORT -S.G.C;IME;SOUSSE;Rue de la garre M'saken 4070 route wardanine;73 292 368;73 320 988
3248;SOCIETE IFRI SOL;IME;SOUSSE;Z.I DIET Enfidha;73 381 853;73 381 854
3249;SOCIETE ITP;IME;SOUSSE;Zonne industriel Z3M, Messadine;73285685;73285680
3250;SOCIETE KBE TUNISIE SCS;IME;SOUSSE;Z I Sidi Abdelhamid;73 322 547;73 322 548
3251;SOCIETE KMIMECH MATERIEL DE CONSTRUCTION - KMC;IME;SOUSSE;ROUTE DE SOUSSE MESSADINE;73285704/73398031;73285719/73393920
3252;SOCIETE KOPP TUNISIA;IME;SOUSSE;GP 1 Km 148 Messaadine;73 323 088;73 323 262
3253;SOCIETE LEONI TUNISIE - LTN SA;IME;SOUSSE;Zone industrielle de Messadine BP 67;73 102 000;73 323 378
3254;SOCIETE LEONI WIRING SYSTEMS TUNISIA (EX LEONI TUNISIA GROUP);IME;SOUSSE;ZI Messadine route deM'saken;73326400/73102000;73323378
3255;SOCIETE LES ARMATURES DU CENTRE;IME;SOUSSE;8 Rue Elouifek Jammal Sousse;73486639;73482532
3256;SOCIETE LES INDUSTRIES SIGNALITIQUES MODERNES;IME;SOUSSE;Boulevard de la liberté Sahloul 2;73 368 211;73 820 477
3257;SOCIETE MAGHREBINE D'ORFEVRERIE - MAGHORF;IME;SOUSSE;Z I Kalâa Kébira;73 342 655;73 342 657
3258;SOCIETE MECA TRANS TUNISIENNE - SM2T;IME;SOUSSE;Zone Industrielle SIDI ABDELHAMID;73 320 272;73 320 271
3259;SOCIETE METAL DECOR;IME;SOUSSE;Route de MOUREDDINE SOUSSE;73232918;73230011
3260;SOCIETE METALUXE;IME;SOUSSE;18 Avenue Maghreb Arabe Khézema;73 277 972/73332613;73 277 973
3261;SOCIETE PAUMELLERIE BABA STAA;IME;SOUSSE;RUE IBN KALDOUN;73 233 737;73 234 260
3262;SOCIETE PMB TUNISIE;IME;SOUSSE;Zone Industrielle Messadine;73285690;73285699
3263;SOCIETE PRECIMOLD;IME;SOUSSE;Zone Industrielle Sidi Abdelhamid Voie N°2;73 321 457;73 321 460
3264;SOCIETE SALIENS TUNISIE CAOUTCHOUC - STNC;IME;SOUSSE;BP 52 Route de Sousse GP 1 Messaadine;73 284 404;73 323 402
3265;SOCIETE SAPHIR INDUSTRIE TUNISIENNE - SIT;IME;SOUSSE;"COMPLEXE HAFEDH MAOUA
RUE DE CAIRE GP1 - BP 13
ZAOUIT SOUSSE";73386113;73386114
3266;SOCIETE SERAF TUNISIE;IME;SOUSSE;Z.I 2 Lotissement AFI Enfidha;73 322 087;73 322 102
3267;SOCIETE SOROMAP TUNISIE;IME;SOUSSE;ZI Sidi Abdelhamid;73 322 850;73 322 565
3268;SOCIETE STUNAS INDUSTRIES;IME;SOUSSE;Boite Postale NÂ°1 Zone Industrielle;71430677;71430713
3269;SOCIETE SUD ELEC PARTENERS TUNISIE - SEP TUNISIE;IME;SOUSSE;Rue Tanit Résidence Nord Helton;71 893 882;71 846 335
3270;SOCIETE TUNISIE CONCEPT;IME;SOUSSE;Boulevard de l'Environnement - KALAA KEBIRA;73 355 150;73 316 778
3271;SOCIETE TUNISIENNE DE FERRONNERIE;IME;SOUSSE;52, Avenue Jamel Abdennaceur Hammam Sousse;73 342 206;73 342 507
3272;SOCIETE TUNISIENNE DE GARNITURE DE FRICTION  TGF;IME;SOUSSE;ZI de Hergla;73 253 320;73 251 160
3273;SOCIETE TUNISIENNE DE TRAITEMENT DE SURFACE - STTS;IME;SOUSSE;4 Rue Imam Sahnoun;73 380 423;73 380 425
3274;SOCIETE TUNISIENNE D'EQUIPEMENT ET D'OUTILLAGE - STEO;IME;SOUSSE;67 Rue Oum Kolthoum;71 334 436;71 240 946
3275;SOCIETE TVS MED;IME;SOUSSE;ZI ENFIDHA KM 100 GP 1;73 250 045;73 250 045
3276;SOCIETE UNION DES ATELIERS TECHNIQUES DE SOUSSE;IME;SOUSSE;"ZONE INDUSTRIELLE SIDI ABDELHAMID
SOUSSE";73830404;73322234
3277;SOCIETE VALEO TUNISIE;IME;SOUSSE;34 Place 14 Janvier 2011 Bab Bhar;31 306 656;
3278;SOCIETE VEGE MOTEURS;IME;SOUSSE;Rue 9 avril 1938 Kalâa Kobra;73 253 068;73 253 377
3279;SOCIETE VTU;IME;SOUSSE;ZI Messaadine;73 285 811;73 285 711
3280;STE DEVELOP ET CONCEP EN AUTOMAT TUNISI DCA;IME;SOUSSE;rue MARS;73364735;73364715
3281;STE HSF INDUSTRIES;IME;SOUSSE;Zone Industriel Enfidha;73250114;73250138
3282;STE MAGHREB CYCLES;IME;SOUSSE;Route de Tunis El Hamada Kebira BP 106 Hammam Sousse;73 308 800;73 308 802
3283;"STE MSAKEN GLOBAL INDUSTRIE ""M G I""";IME;SOUSSE;Rue Taieb M'hiri M'saken;73 313 390;73 313 395
3284;STE PET PRODUCTION ELECTROTECHNIQUE TUNISIE  PET;IME;SOUSSE;3 Rue Abdessalem AZOUZ - AKOUDA;73 256 284;73 256 738
3285;"STE ""S P A""";IME;SOUSSE;93, avenue Habib Bourguiba, Megrine;71 425 310;71 296 865
3286;STE SOUSSE CONDITIONNEMENT SSC;IME;SOUSSE;Oued Laarouk Akouda;73 810 066;73 810 067
3287;STE S2M;IME;SOUSSE;ZI Sidi Abdelhamid;73 322 269;73 322 491
3288;STE TUNISIE APPLICATION MECANIQUES TAM;IME;SOUSSE;Route de Sfax Béni Rabiâa Route de Sfax M'Saken;73 288 320;73 288 322
3289;TECHNIPROTEC METAL;IME;SOUSSE;ZI Messadine route de Sousse M'saken;73 285 921;73 285 975
3290;TECHNOLOGY ELECTRONIIC FACTORY;IME;SOUSSE;2, rue Panama. Z4 Sousse Sahloul;73822339;73822430
3291;TUNIMOULDS;IME;SOUSSE;ROUTE DE MSAKEN;73 233 322;73 234 043
3292;VEGATECH (EX : TUNISIAN HARDWARE & SOFTWARE TECHNOLOGIE);IME;SOUSSE;imm el ons BVD 14 janvier Kantaoui;73 817 066;73 817 067
3293;ZODIAC MARINE & POOL TUNISIE;IME;SOUSSE;ZI Enfidha;73 381 200;73 381 600
3294;BOT TUNISIA;IME;TATAOUINE;ZI Khabta BP 374;36 113 007;
3295; C-ZAM;IME;TUNIS;BP 66 ZI le Kram 2015 Tunis;71971626;71975364
3296;ACCESS SOCIETE;IME;TUNIS;2 bis Rue 6511 cité Ibn Khaldoun;71 929 466;71 928 404
3297;AD INDUSTRIE TUNISIE;IME;TUNIS;ZI industrielle Sidi Daoud la Marsa;71 854 597;71 854 595
3298;ALPHA TECHNOLOGY;IME;TUNIS;ZI M'ghira II lot n°4 Fouchana;71 409 488;71 409 433
3299;AMEC EXPORT;IME;TUNIS;03 Rue de Nil, ZI Sidi Fathallah, JBEL JELOUD;71 491 822;71 491 904
3300;AURA SOL;IME;TUNIS;17 rue Abdelwahed Hamda Menzah 9;71 888 340;71 888 350
3301;BMK INDUSTRIE;IME;TUNIS;09 rue Okba Ibn Nafaa;71 508 111;71 511 556
3302;CARTHAGO MOTORS;IME;TUNIS;3 Rue du Nile Sidi Fathallah;71 493 223;71 493 225
3303;CIT - STE LE CAOUTCHOUC INDUSTRIEL DE TUNISIE;IME;TUNIS;ZI le KRAM - BP 19;71 977 977;71 976 412
3304;COELEC TUNISIA;IME;TUNIS;Lot N°4 Z.I El Agba;71937888;71 939 400
3305;COMPAGNIE GENERALE DE METALLURGIE - CGM;IME;TUNIS;GP 1 Km 13 Ezzahra;71 454 299;71 453 800
3306;COMPAGNIE INTERNATIONALE DE PROMOTION INDUSTRIELLE - CIPI ACTIA;IME;TUNIS;Z I Charguia II 2 Rue des entrepreneurs;70 838 115/70 838 32;71941942/70838136
3307;COMPAGNIE TUNISIENNE D'ELECTRONIQUE - EL  ATHIR;IME;TUNIS;27 Avenue kheireddine pacha mont plaisir tunis;71904133;71908782
3308;CROWN MAGHREB CAN;IME;TUNIS;Z.I El Agba BP 200 Denden;71 158 100/31358101;71 938 001
3309;ECOPACK TUNISIE;IME;TUNIS;Avenue 15 Octobre 1961 Route Bouhamed Birine Sidjoumi;71 559 427/52428498;71 559 427
3310;ELIT;IME;TUNIS;Z.I. Sidi Daoud;71 778 548;71 778 391
3311;ELMAP;IME;TUNIS;25 Rue 8601 ZI Charguia 1;71 208 363;71 208 373
3312;FINEX;IME;TUNIS;42 salah ben yousef el menzah 9;71 884 944;71 872 991
3313;HYDROMECA;IME;TUNIS;Z.I. Charguia II Rue N° 14 BP n° 75;71 788 490;71 789 432
3314;IDEE ALUMINIUM IDEE - AL;IME;TUNIS;09 Rue Bab El khadhra;71 286 260;71 286 262
3315;KUFFERATH TUNISIE;IME;TUNIS;10 Rue de Madrid nouvelle ZI Sidi hassine sijoumi;71 591 015/36104224;71 591 014/71934251
3316;LA BATTERIE INDUSTRIELLE;IME;TUNIS;18 Rue du Maroc Tunis;71 764 518;71 733 512
3317;LES PROJECTEURS MAGHREBINS;IME;TUNIS;48 Av. de Carthage;71 349 122;71 345 591
3318;MIG SA;IME;TUNIS;RUE EGYPTE TUNIS;;
3319;MULTIPRODUCTS;IME;TUNIS;34 place du 14 Janvier 2011;71 120 500;71 350 028
3320;NEWTON TECHNOLOGY;IME;TUNIS;Rue 9007 zone industrielle Djebal Jeloud;71 484 429;71 484 396
3321;PRODUCTION GRANDES SERIES - PGS;IME;TUNIS;Rue du Lac Windermere residence Byssance;71 120 500;71 350 028
3322;PROMAT ENGINEERING;IME;TUNIS;4 bis Rue 8610 Z.I. Charguia 1;71 771 621;71 795 393
3323;RMB-STE RESSORTS M.B.;IME;TUNIS;3,Rue amara ben smida-Montfleury - BPN°2;71 788 784;71 801 971
3324;SICAME;IME;TUNIS;Rue 8601 N° 22 ZI Charguia 1;71 788 300/71806060;71 786 252/71806111
3325;SIER-SOCIETE INDUSTRIELLE DES ENERGIES RENOUVLABLES;IME;TUNIS;7 Rue 8610 Charguia I;71 807 130;71 807 311
3326;SOCIETE ACE;IME;TUNIS;15 bis, Rue 8602 Z.I Charguia I;71 799 266;71 798 225
